task_id,domain,model_tag,layer,head,seq_len,erank,stable_rank,energy_top1,energy_top5,diag_conc,mean_dist
TR01,travel,qwen3_8b,7,22,484,15.5816,1.0078,0.9923,0.9959,0.0279,216.5417
TR01,travel,qwen3_8b,7,23,484,23.826,1.0337,0.9674,0.9791,0.0248,215.2852
TR01,travel,qwen3_8b,7,24,484,149.3909,1.5141,0.6605,0.7288,0.3693,110.2914
TR01,travel,qwen3_8b,7,25,484,99.2265,1.111,0.9001,0.9101,0.2362,165.5679
TR01,travel,qwen3_8b,7,26,484,406.0843,2.7596,0.3624,0.3813,0.5573,82.7288
TR01,travel,qwen3_8b,7,27,484,155.3797,1.2174,0.8214,0.8509,0.3385,150.4821
TR01,travel,qwen3_8b,7,28,484,118.2731,1.0701,0.9345,0.9429,0.1762,192.9164
TR01,travel,qwen3_8b,7,29,484,72.0962,1.1462,0.8724,0.8853,0.1788,214.698
TR01,travel,qwen3_8b,7,30,484,110.4925,1.1086,0.902,0.919,0.2133,198.1738
TR01,travel,qwen3_8b,7,31,484,83.4006,1.0621,0.9415,0.9523,0.1653,196.7766
TR01,travel,qwen3_8b,8,0,484,85.9823,1.0806,0.9254,0.9406,0.2058,160.6472
TR01,travel,qwen3_8b,8,1,484,80.5076,1.0776,0.928,0.9557,0.1847,175.9353
TR01,travel,qwen3_8b,8,2,484,60.837,1.1015,0.9079,0.955,0.1309,155.0046
TR01,travel,qwen3_8b,8,3,484,379.081,1.8551,0.5391,0.5598,0.4484,100.5623
TR01,travel,qwen3_8b,8,4,484,68.5042,1.0681,0.9362,0.9587,0.0444,152.5111
TR01,travel,qwen3_8b,8,5,484,93.7836,1.1687,0.8556,0.8989,0.1574,137.5923
TR01,travel,qwen3_8b,8,6,484,78.1946,1.1339,0.8819,0.9323,0.127,128.4269
TR01,travel,qwen3_8b,8,7,484,39.0494,1.0251,0.9755,0.9865,0.0517,155.389
TR01,travel,qwen3_8b,8,8,484,64.0423,1.0494,0.9529,0.9705,0.1242,166.0347
TR01,travel,qwen3_8b,8,9,484,30.9838,1.0237,0.9768,0.9852,0.0948,201.2711
TR01,travel,qwen3_8b,8,10,484,87.4545,1.0779,0.9277,0.9456,0.1998,175.7814
TR01,travel,qwen3_8b,8,11,484,64.7141,1.0336,0.9675,0.975,0.1384,190.4729
TR01,travel,qwen3_8b,8,12,484,58.8068,1.0585,0.9447,0.9619,0.1666,192.7602
TR01,travel,qwen3_8b,8,13,484,63.3321,1.0733,0.9317,0.9605,0.1531,178.3898
TR01,travel,qwen3_8b,8,14,484,74.3968,1.0742,0.9309,0.9469,0.1685,160.1267
